id,town,start_Longitude,start_Latitude,end_Longitude,end_Latitude
6785,Hawkins,-73.9938888549805,40.7326698303223,-73.9822998046875,40.7456703186035
5337,Hawkins,-73.9724578857422,40.7622413635254,-73.9660568237305,40.7616996765137
359,Hawkins,-73.9938201904297,40.7362213134766,-74.0056381225586,40.7411613464356
5998,Hawkins,-74.0039596557617,40.7420082092285,-73.9962921142578,40.7535667419434
3665,Hawkins,-74.0080184936524,40.7147674560547,-73.9997100830078,40.7251319885254
4371,Hawkins,-73.987907409668,40.72802734375,-73.9669342041016,40.6935081481934
7599,Hawkins,-73.9942092895508,40.7204208374024,-73.9990768432617,40.7610626220703
2961,Hawkins,-73.9495010375977,40.8279685974121,-73.969856262207,40.7898483276367
8274,Hawkins,-73.9425277709961,40.7863998413086,-73.9604797363281,40.8123893737793
3378,Hawkins,-73.9955520629883,40.7369804382324,-74.0068969726563,40.7426109313965
5979,Hawkins,-73.9662170410156,40.7582168579102,-73.9801635742188,40.7376556396484
5769,Hawkins,-73.9989395141602,40.7436027526856,-73.9858856201172,40.7469215393066
977,Hawkins,-73.9518585205078,40.7904510498047,-73.9393005371094,40.8050994873047
895,Hawkins,-73.9821929931641,40.7561492919922,-73.9355087280273,40.7959861755371
1255,Hawkins,-74.0000762939453,40.7377853393555,-74.0039825439453,40.7479476928711
5007,Hawkins,-73.9638061523438,40.7650527954102,-73.9762878417969,40.7807998657227
8232,Hawkins,-73.9686431884766,40.7913284301758,-73.9784545898438,40.7881546020508
1218,Hawkins,-73.9980087280274,40.7567481994629,-73.9878997802734,40.7560844421387
4023,Hawkins,-73.9852142333984,40.7238655090332,-73.9990692138672,40.738353729248
3536,Hawkins,-73.997917175293,40.7557754516602,-73.9910278320313,40.7511825561523
4138,Hawkins,-73.9670028686524,40.7573089599609,-73.9785537719727,40.7411193847656
1767,Hawkins,-73.9880905151367,40.7438087463379,-73.9727249145508,40.7532005310059
2026,Hawkins,-73.9975433349609,40.7212295532227,-73.8631896972656,40.7369346618652
6501,Hawkins,-73.978271484375,40.7568321228027,-74.0016937255859,40.7457313537598
4888,Hawkins,-73.9735412597656,40.7845840454102,-73.9549865722656,40.7759017944336
3129,Hawkins,-73.9917297363281,40.7266502380371,-74.0074462890625,40.7106285095215
6082,Hawkins,-73.9741592407227,40.7838096618652,-73.9873352050781,40.7702140808105
2307,Hawkins,-73.9546737670899,40.7643508911133,-73.9774017333984,40.7522010803223
6471,Hawkins,-73.9634094238281,40.7660102844238,-74.0002288818359,40.7397613525391
6723,Hawkins,-73.9804153442383,40.7699813842773,-73.9659729003906,40.7899627685547
6943,Hawkins,-73.9547348022461,40.7896881103516,-73.957389831543,40.7700042724609
975,Hawkins,-73.7887268066406,40.6412086486816,-73.9156036376953,40.8689804077148
4986,Hawkins,-73.9786911010742,40.7449989318848,-73.9612731933594,40.7773361206055
5214,Hawkins,-73.9819946289063,40.7725067138672,-73.977897644043,40.754020690918
975,Hawkins,-73.7887268066406,40.6412086486816,-73.9156036376953,40.8689804077148
5314,Hawkins,-73.962287902832,40.7670478820801,-73.9233093261719,40.7390251159668
4933,Hawkins,-73.9747085571289,40.741870880127,-73.9217529296875,40.7422256469727
975,Hawkins,-73.7887268066406,40.6412086486816,-73.9156036376953,40.8689804077148
2893,Hawkins,-73.9841537475586,40.7153816223145,-73.9888076782227,40.7266502380371
1995,Hawkins,-73.9374923706055,40.7540054321289,-73.9738006591797,40.7895431518555
786,Hawkins,-73.9895477294922,40.7510108947754,-73.9700927734375,40.757511138916
4443,Hawkins,-73.9948120117188,40.7229347229004,-73.9912109375,40.765438079834
2519,Hawkins,-73.9811859130859,40.7709846496582,-73.9735870361328,40.7917938232422
8056,Hawkins,-73.9608306884766,40.7688179016113,-73.9735488891602,40.763542175293
7504,Hawkins,-73.9902496337891,40.7320556640625,-73.9820938110352,40.7576293945313
8314,Hawkins,-73.9833221435547,40.7610092163086,-73.9936599731445,40.7499198913574
2168,Hawkins,-73.9876098632813,40.7445182800293,-73.9690704345703,40.7981338500977
5649,Hawkins,-73.9812088012695,40.7593841552734,-73.9878921508789,40.7558822631836
975,Hawkins,-73.7887268066406,40.6412086486816,-73.9156036376953,40.8689804077148
6701,Hawkins,-73.9769897460938,40.743335723877,-73.9846649169922,40.7203254699707
819,Hawkins,-73.9751281738281,40.7522010803223,-73.9550323486328,40.7657089233398
7645,Hawkins,-73.9777526855469,40.7646713256836,-73.9914932250977,40.7499313354492
4914,Hawkins,-73.9684600830078,40.7619400024414,-73.9782409667969,40.7294998168945
5325,Hawkins,-73.9857330322266,40.7422752380371,-73.9873123168945,40.7390365600586
6851,Hawkins,-73.9892120361328,40.7774429321289,-73.8641204833984,40.7697334289551
7868,Hawkins,-73.9604110717774,40.8077964782715,-73.975227355957,40.782356262207
5655,Hawkins,-73.9481735229492,40.774600982666,-73.9701766967774,40.7629508972168
8134,Hawkins,-73.960205078125,40.7818336486816,-73.9772186279297,40.7632751464844
6847,Hawkins,-73.9957275390625,40.7591819763184,-74.0032119750977,40.7505645751953
5713,Hawkins,-73.9866256713867,40.7616271972656,-73.9075698852539,40.887939453125
8054,Hawkins,-73.9926834106445,40.7687301635742,-73.9901580810547,40.7540817260742
95,Hawkins,-73.9862594604492,40.7459869384766,-74.0047378540039,40.7071800231934
7269,Hawkins,-73.9813461303711,40.7372360229492,-73.9810409545899,40.7253837585449
3800,Hawkins,-73.9784164428711,40.7297134399414,-73.9914474487305,40.7226333618164
460,Hawkins,-74.0099563598633,40.707935333252,-73.9754257202149,40.7413330078125
7825,Hawkins,-73.9822769165039,40.7770462036133,-73.9818725585938,40.7682914733887
3133,Hawkins,-73.7768478393555,40.6459579467774,-73.9802398681641,40.7366409301758
1872,Hawkins,-74.0015029907227,40.7359580993652,-74.0068435668945,40.7191009521484
2029,Hawkins,-73.9701232910156,40.7622680664063,-73.9729766845703,40.7516899108887
7542,Hawkins,-74.0063629150391,40.7334899902344,-73.9906234741211,40.7561950683594
583,Hawkins,-74.0003280639649,40.742790222168,-73.9945831298828,40.7505493164063
6597,Hawkins,-74.0045547485352,40.7406349182129,-73.9777297973633,40.7488784790039
5372,Hawkins,-73.9740905761719,40.7917671203613,-73.9645767211914,40.8103103637695
2241,Hawkins,-73.9483337402344,40.7822914123535,-73.9553985595703,40.8020401000977
975,Hawkins,-73.7887268066406,40.6412086486816,-73.9156036376953,40.8689804077148
568,Hawkins,-73.976318359375,40.780818939209,-73.9710311889649,40.7860221862793
2834,Hawkins,-73.8633270263672,40.7703742980957,-73.9733810424805,40.750560760498
4217,Hawkins,-73.9801940917969,40.7511253356934,-73.9645843505859,40.7558822631836
1290,Hawkins,-73.9765777587891,40.7880783081055,-73.9733810424805,40.792350769043
2638,Hawkins,-73.9571762084961,40.7774238586426,-73.9598007202149,40.7820930480957
1972,Hawkins,-74.003662109375,40.7225456237793,-73.9914627075195,40.6894569396973
3370,Hawkins,-74.0028533935547,40.7336692810059,-73.9914016723633,40.7579803466797
3904,Hawkins,-73.9937057495117,40.7568664550781,-73.9867172241211,40.7519569396973
1353,Hawkins,-73.9557342529297,40.7677803039551,-73.9462966918945,40.7806091308594
7955,Hawkins,-73.9674758911133,40.792407989502,-73.9795532226563,40.7844123840332
6586,Hawkins,-73.9824371337891,40.7673454284668,-74.006591796875,40.7082252502441
2975,Hawkins,-73.9904632568359,40.7561798095703,-73.9130401611328,40.7676696777344
2530,Hawkins,-73.9970932006836,40.7421569824219,-74.0027770996094,40.733757019043
5408,Hawkins,-73.9565963745117,40.8028182983399,-73.9693832397461,40.7853355407715
4677,Hawkins,-73.959342956543,40.7829246520996,-73.9766387939453,40.7642021179199
2272,Hawkins,-73.9740524291992,40.751091003418,-73.9684295654297,40.7584342956543
246,Hawkins,-74.0090637207031,40.7109603881836,-73.9729080200195,40.7803688049316
3699,Hawkins,-73.9507446289063,40.7708702087402,-73.9822769165039,40.736198425293
4246,Hawkins,-73.9816436767578,40.7836647033691,-73.9815063476563,40.7594680786133
1595,Hawkins,-73.9862060546875,40.7621726989746,-73.9362182617188,40.7990341186523
7997,Hawkins,-73.9869689941406,40.7508087158203,-73.9617309570313,40.7795486450195
3271,Hawkins,-74.007698059082,40.7430152893066,-73.9960250854492,40.7565727233887
2976,Hawkins,-73.86279296875,40.7689552307129,-73.9848937988281,40.7683601379395
5814,Hawkins,-73.907585144043,40.7452812194824,-73.9280471801758,40.7403030395508
7908,Hawkins,-73.9820404052734,40.7571144104004,-73.9599914550781,40.7771949768066
369,Hawkins,-74.0046005249024,40.7419357299805,-73.9854125976563,40.7601547241211
6638,Hawkins,-73.9816360473633,40.767204284668,-73.9639739990234,40.7713432312012
6143,Hawkins,-74.006721496582,40.7307853698731,-73.9931716918945,40.7254333496094
5713,Hawkins,-73.9866256713867,40.7616271972656,-73.9075698852539,40.887939453125
7747,Hawkins,-74.0139083862305,40.7152214050293,-73.9691772460938,40.7527351379395
291,Hawkins,-73.9886779785156,40.7512588500977,-73.9786834716797,40.7527389526367
4754,Hawkins,-73.9548034667969,40.7864952087402,-74.0092163085938,40.7080230712891
5217,Hawkins,-73.9876480102539,40.7706680297852,-73.961799621582,40.7981948852539
8070,Hawkins,-73.9745330810547,40.7615509033203,-73.9919357299805,40.7221374511719
941,Hawkins,-73.9779968261719,40.7545700073242,-73.9634399414063,40.7691802978516
580,Hawkins,-73.7767562866211,40.6454696655273,-73.987548828125,40.7473793029785
7463,Hawkins,-73.976448059082,40.762077331543,-73.7826232910156,40.648868560791
3024,Hawkins,-73.9628067016602,40.7697334289551,-73.9746704101563,40.7535018920898
8199,Hawkins,-73.9702758789063,40.7834548950195,-73.9740295410156,40.7787628173828
4946,Hawkins,-73.9833068847656,40.7765922546387,-73.9773559570313,40.7645034790039
975,Hawkins,-73.7887268066406,40.6412086486816,-73.9156036376953,40.8689804077148
7264,Hawkins,-73.9823684692383,40.7627601623535,-73.9864044189453,40.761890411377
2003,Hawkins,-74.0015716552734,40.7336769104004,-73.9825668334961,40.7398338317871
7996,Hawkins,-73.9610748291016,40.7728424072266,-73.9621505737305,40.7689552307129
3039,Hawkins,-73.9974670410156,40.7335815429688,-73.9749069213867,40.7504806518555
6874,Hawkins,-73.9806365966797,40.7645111083984,-73.9834899902344,40.7578811645508
5713,Hawkins,-73.9866256713867,40.7616271972656,-73.9075698852539,40.887939453125
46,Hawkins,-73.9439010620117,40.8101463317871,-73.9758987426758,40.7656135559082
6791,Hawkins,-73.9695434570313,40.7585945129395,-73.986213684082,40.7466812133789
6854,Hawkins,-73.962532043457,40.7705039978027,-73.9726867675781,40.7625198364258
6686,Hawkins,-73.9544372558594,40.7660713195801,-73.9999618530274,40.7378158569336
2469,Hawkins,-74.0019073486328,40.7195434570313,-73.9921493530274,40.7494163513184
3163,Hawkins,-73.9792938232422,40.7640953063965,-73.961555480957,40.7603797912598
975,Hawkins,-73.7887268066406,40.6412086486816,-73.9156036376953,40.8689804077148
2205,Hawkins,-73.9914855957031,40.727108001709,-73.9766082763672,40.7478408813477
8282,Hawkins,-74.0013809204102,40.7309265136719,-73.9959106445313,40.7591667175293
234,Hawkins,-74.006233215332,40.7080192565918,-74.0144195556641,40.7081718444824
2987,Hawkins,-73.9976806640625,40.756591796875,-73.9863510131836,40.7464218139648
1044,Hawkins,-74.0056838989258,40.7255172729492,-74.0062026977539,40.7193717956543
4160,Hawkins,-73.9862747192383,40.7431755065918,-73.988166809082,40.7696723937988
7240,Hawkins,-73.9933090209961,40.746997833252,-74.0055084228516,40.7499732971191
3667,Hawkins,-73.9748001098633,40.7874946594238,-73.9558868408203,40.766040802002
4257,Hawkins,-73.9571304321289,40.7707595825195,-73.9367828369141,40.8023681640625
7001,Hawkins,-73.9827499389649,40.7355308532715,-73.9844512939453,40.724910736084
1710,Hawkins,-73.9998016357422,40.7334060668945,-73.9970779418945,40.679817199707
5992,Hawkins,-73.9945068359375,40.7703170776367,-73.781120300293,40.7790870666504
5714,Hawkins,-73.9842910766602,40.7737197875977,-73.9786834716797,40.7474708557129
5100,Hawkins,-73.9739608764648,40.764404296875,-73.9912109375,40.7390251159668
1141,Hawkins,-73.9610290527344,40.7741203308106,-73.9058151245117,40.815544128418
7730,Hawkins,-73.9802017211914,40.7458076477051,-73.9896087646484,40.7416572570801
4833,Hawkins,-73.9666976928711,40.8039627075195,-73.9300537109375,40.8541526794434
1968,Hawkins,-74.0154037475586,40.7156486511231,-73.9879302978516,40.7464408874512
2590,Hawkins,-73.9553909301758,40.7769546508789,-73.9379119873047,40.8046073913574
7304,Hawkins,-73.9365921020508,40.7549591064453,-73.8719787597656,40.7342414855957
1312,Hawkins,-73.9849014282227,40.7360687255859,-73.9915313720703,40.7312278747559
2569,Hawkins,-74.0021514892578,40.7304573059082,-73.9778747558594,40.7837448120117
6689,Hawkins,-73.9971694946289,40.7223625183106,-74.0003509521484,40.7304954528809
1190,Hawkins,-73.9873809814453,40.7645874023438,-73.9574508666992,40.7753143310547
8188,Hawkins,-73.9520263671875,40.7662315368652,-73.9416961669922,40.7483940124512
4512,Hawkins,-73.9719543457031,40.7822113037109,-73.9639587402344,40.7744102478027
3486,Hawkins,-73.9551162719727,40.7832298278809,-73.9637680053711,40.7568702697754
5992,Hawkins,-73.9945068359375,40.7703170776367,-73.781120300293,40.7790870666504
4209,Hawkins,-73.9651565551758,40.755298614502,-73.9734573364258,40.7609596252441
5727,Hawkins,-73.9504699707031,40.8266220092774,-73.9644317626953,40.8082847595215
1578,Hawkins,-73.957878112793,40.7177314758301,-74.0116577148438,40.7033081054688
1922,Hawkins,-73.9792938232422,40.781925201416,-73.9777297973633,40.7913856506348
1768,Hawkins,-73.9903106689453,40.7512512207031,-73.9973526000977,40.7409172058105
4910,Hawkins,-73.9907836914063,40.7544631958008,-73.9739837646484,40.7639083862305
671,Hawkins,-73.9834442138672,40.7212600708008,-73.9753799438477,40.7512359619141
5669,Hawkins,-73.9904632568359,40.7367401123047,-73.980598449707,40.7280044555664
5920,Hawkins,-73.986442565918,40.745361328125,-73.9271697998047,40.7627792358398
2365,Hawkins,-73.9799194335938,40.7841644287109,-73.991828918457,40.742488861084
8324,Hawkins,-73.9594650268555,40.7771263122559,-73.9603881835938,40.7728004455566
7768,Hawkins,-74.0040893554688,40.747631072998,-74.004997253418,40.7192192077637
2701,Hawkins,-73.9797210693359,40.7761383056641,-73.9778823852539,40.7547111511231
4826,Hawkins,-73.7824783325195,40.6445274353027,-73.9489974975586,40.694034576416
8494,Hawkins,-73.9614334106445,40.7644386291504,-73.9819717407227,40.7191505432129
7384,Hawkins,-73.9916152954102,40.7498893737793,-73.9865951538086,40.7430152893066
4514,Hawkins,-74.0053939819336,40.7112846374512,-73.9224243164063,40.7386856079102
5992,Hawkins,-73.9945068359375,40.7703170776367,-73.781120300293,40.7790870666504
5340,Hawkins,-73.989501953125,40.7261085510254,-73.9898910522461,40.6864624023438
2686,Hawkins,-73.9809951782227,40.7817344665527,-73.9832916259766,40.7735404968262
2662,Hawkins,-73.9866027832031,40.756233215332,-73.9295959472656,40.6613616943359
1639,Hawkins,-74.0178604125977,40.7095680236816,-74.0135650634766,40.7148056030273
5608,Hawkins,-73.9638595581055,40.7686004638672,-73.9606246948242,40.7699851989746
6130,Hawkins,-74.0106201171875,40.7176856994629,-74.0151214599609,40.7157707214355
2398,Hawkins,-73.9938888549805,40.7414283752441,-73.9598846435547,40.7982940673828
7925,Hawkins,-73.983039855957,40.7765312194824,-73.9669723510742,40.8075752258301
4499,Hawkins,-74.0040054321289,40.7132034301758,-73.9840545654297,40.7574691772461
5197,Hawkins,-73.9881820678711,40.7643814086914,-73.9864044189453,40.7339324951172
5531,Hawkins,-73.9692001342774,40.7853813171387,-73.873161315918,40.7743911743164
4698,Hawkins,-74.0061569213867,40.7120590209961,-73.9948348999024,40.7610626220703
6330,Hawkins,-73.9892654418945,40.7482376098633,-73.9683227539063,40.7679405212402
2779,Hawkins,-73.8625183105469,40.7689933776855,-73.9876480102539,40.6634750366211
6545,Hawkins,-74.0007781982422,40.7317314147949,-73.9907760620117,40.744457244873
2637,Hawkins,-73.9840469360352,40.7293586730957,-73.9820022583008,40.740104675293
6558,Hawkins,-73.9569091796875,40.7806968688965,-73.9751281738281,40.7543754577637
2492,Hawkins,-73.9831771850586,40.7348670959473,-73.9824295043945,40.7239837646484
5816,Hawkins,-73.9878692626953,40.7439498901367,-73.9750900268555,40.7575912475586
3534,Hawkins,-73.9928588867188,40.7342948913574,-74.001350402832,40.7371406555176
2271,Hawkins,-73.9901275634766,40.7568664550781,-73.9541702270508,40.763988494873
3658,Hawkins,-74.0088119506836,40.7193298339844,-74.0071563720703,40.7080001831055
1424,Hawkins,-74.0051422119141,40.7214317321777,-73.9981994628906,40.7277145385742
7553,Hawkins,-73.9680099487305,40.8006324768066,-73.9444198608399,40.8031768798828
3629,Hawkins,-73.9560241699219,40.772144317627,-73.9540786743164,40.7704162597656
6369,Hawkins,-74.00927734375,40.7105751037598,-73.8832778930664,40.7538681030273
5577,Hawkins,-73.7896118164063,40.6432685852051,-73.9902801513672,40.7251358032227
6256,Hawkins,-74.0034408569336,40.7223777770996,-73.9408798217774,40.82421875
6892,Hawkins,-73.975700378418,40.7546195983887,-73.9655456542969,40.758602142334
3255,Hawkins,-73.9824600219727,40.7756118774414,-74.0062103271484,40.7137641906738
1211,Hawkins,-73.9912872314453,40.7332000732422,-74.006462097168,40.719841003418
7524,Hawkins,-73.9769821166992,40.7859268188477,-73.962028503418,40.7649574279785
663,Hawkins,-73.874626159668,40.7741203308106,-73.9132232666016,40.7731819152832
7907,Hawkins,-73.9695739746094,40.7565574645996,-73.9787750244141,40.7502098083496
67,Hawkins,-73.9753570556641,40.6810531616211,-73.9474716186524,40.6581878662109
1933,Hawkins,-73.9555435180664,40.7686500549316,-73.9573059082031,40.7668266296387
1926,Hawkins,-73.9945678710938,40.7455062866211,-73.9957809448242,40.7678833007813
2259,Hawkins,-73.9568786621094,40.7715492248535,-73.9663467407227,40.7622489929199
2550,Hawkins,-73.9897537231445,40.7298011779785,-73.9819564819336,40.7499313354492
1593,Hawkins,-73.9565963745117,40.781078338623,-73.9733734130859,40.7635803222656
5721,Hawkins,-73.9785614013672,40.7411918640137,-74.0043411254883,40.7229995727539
7899,Hawkins,-74.0168075561524,40.7092094421387,-74.0082168579102,40.7047805786133
6155,Hawkins,-73.9937973022461,40.7473983764648,-73.9850692749024,40.7320747375488
7543,Hawkins,-73.9779434204102,40.7556266784668,-74.0002822875977,40.7301826477051
1821,Hawkins,-73.9686737060547,40.7913360595703,-73.9843521118164,40.7795333862305
5468,Hawkins,-74.0026321411133,40.7503890991211,-73.9831771850586,40.7304382324219
2455,Hawkins,-73.9816131591797,40.7500953674316,-73.9735565185547,40.7582473754883
8450,Hawkins,-73.9685134887695,40.7593879699707,-73.9341125488281,40.7428855895996
5675,Hawkins,-74.0037536621094,40.7259902954102,-73.9929656982422,40.7372055053711
7830,Hawkins,-74.0049743652344,40.7414932250977,-73.9890365600586,40.7268753051758
6136,Hawkins,-73.980224609375,40.785457611084,-73.9946899414063,40.7427024841309
1747,Hawkins,-74.0125503540039,40.7015762329102,-73.999382019043,40.7186470031738
8189,Hawkins,-73.9668960571289,40.7641410827637,-73.9602203369141,40.7637023925781
6046,Hawkins,-73.9852676391602,40.773609161377,-73.9691314697266,40.7977714538574
1703,Hawkins,-73.9922103881836,40.7539672851563,-73.9628524780274,40.7723617553711
3567,Hawkins,-73.9822998046875,40.7776718139648,-73.9802627563477,40.7840766906738
2122,Hawkins,-74.006721496582,40.7080116271973,-73.9846801757813,40.7559432983398
6162,Hawkins,-73.9518356323242,40.7779045104981,-73.9630432128906,40.8040428161621
7239,Hawkins,-73.8745193481445,40.7740898132324,-73.9793014526367,40.7616996765137
6812,Hawkins,-73.9878997802734,40.7794990539551,-74.0006713867188,40.7577590942383
4949,Hawkins,-73.9942092895508,40.7435188293457,-73.9518280029297,40.7734451293945
8223,Hawkins,-73.9732284545899,40.7553100585938,-73.9895935058594,40.7300148010254
2312,Hawkins,-73.9480361938477,40.7449722290039,-73.8340454101563,40.7626190185547
1959,Hawkins,-73.9943695068359,40.7403678894043,-73.9829025268555,40.7157974243164
421,Hawkins,-73.9622802734375,40.7613716125488,-73.969612121582,40.7534980773926
3171,Hawkins,-73.9566421508789,40.7105751037598,-73.9601287841797,40.715202331543
5011,Hawkins,-73.9794921875,40.760311126709,-73.9802703857422,40.7657508850098
1522,Hawkins,-73.9771728515625,40.7490882873535,-73.9539184570313,40.775390625
2872,Hawkins,-73.9956588745117,40.7327651977539,-73.9848556518555,40.7226715087891
4606,Hawkins,-73.9538269042969,40.7667083740234,-73.9552307128906,40.7793617248535
105,Hawkins,-74.0043716430664,40.7194633483887,-73.9490737915039,40.7782402038574
6495,Hawkins,-73.9760208129883,40.7761001586914,-73.9741592407227,40.7913208007813
7229,Hawkins,-73.9686737060547,40.7561569213867,-73.9800186157227,40.7268943786621
1702,Hawkins,-73.9523696899414,40.765941619873,-74.0168762207031,40.7062492370606
2070,Hawkins,-73.9560012817383,40.7720680236816,-73.9841995239258,40.7255668640137
4847,Hawkins,-73.9807662963867,40.7749061584473,-73.9869232177734,40.7563667297363
6274,Hawkins,-73.9919509887695,40.7427062988281,-73.9829177856445,40.7430763244629
5413,Hawkins,-73.9916687011719,40.7235641479492,-73.9744186401367,40.7367706298828
7610,Hawkins,-73.9045104980469,40.7534599304199,-73.8504028320313,40.7382431030273
1674,Hawkins,-74.0076293945313,40.7267074584961,-73.9914627075195,40.7295722961426
6437,Hawkins,-73.9923477172852,40.7251167297363,-73.9833450317383,40.7352447509766
1281,Hawkins,-73.9681091308594,40.7655143737793,-73.9538040161133,40.7848091125488
4952,Hawkins,-73.9917678833008,40.7496185302734,-73.9954681396484,40.7443618774414
3200,Hawkins,-73.98779296875,40.761402130127,-74.0030212402344,40.736930847168
3759,Hawkins,-74.0054321289063,40.7367858886719,-73.9834213256836,40.7285308837891
1905,Hawkins,-73.980583190918,40.764274597168,-74.0057067871094,40.7256965637207
4770,Hawkins,-73.968635559082,40.7549171447754,-73.9780502319336,40.7847785949707
3870,Hawkins,-73.9541091918945,40.7670516967773,-73.974609375,40.75537109375
8445,Hawkins,-73.986198425293,40.7573089599609,-73.9896697998047,40.7727890014648
4700,Hawkins,-73.9731521606445,40.764045715332,-74.0044021606445,40.7164192199707
2676,Hawkins,-74.0139694213867,40.7126274108887,-73.9903564453125,40.7517280578613
5810,Hawkins,-74.0009613037109,40.7317314147949,-73.9446182250977,40.7167282104492
3183,Hawkins,-73.9428253173828,40.7971534729004,-73.9700393676758,40.796932220459
5281,Hawkins,-73.9544296264648,40.805850982666,-73.9765472412109,40.7806205749512
2539,Hawkins,-73.9749069213867,40.7609634399414,-73.9947891235352,40.726879119873
8335,Hawkins,-73.9853820800781,40.7471313476563,-73.9748077392578,40.7420082092285
7968,Hawkins,-73.9794692993164,40.743953704834,-73.9803314208984,40.7591133117676
6736,Hawkins,-73.8745040893555,40.7740783691406,-73.9375305175781,40.8045158386231
2308,Hawkins,-73.9893569946289,40.7382125854492,-73.9516754150391,40.8003387451172
7468,Hawkins,-73.976676940918,40.7906303405762,-73.9801788330078,40.7813110351563
4305,Hawkins,-73.9820556640625,40.7704925537109,-73.9661254882813,40.7898826599121
4724,Hawkins,-73.987663269043,40.7247085571289,-74.0006713867188,40.7308197021484
1342,Hawkins,-73.9776992797852,40.7548141479492,-73.9621887207031,40.7793273925781
936,Hawkins,-73.9888000488281,40.7299270629883,-73.9862365722656,40.7370719909668
778,Hawkins,-74.0056762695313,40.7483253479004,-73.8655853271484,40.7708854675293
3392,Hawkins,-73.9299545288086,40.7440071105957,-73.9819488525391,40.7645263671875
5454,Hawkins,-73.9841232299805,40.7665939331055,-73.9610977172852,40.8065986633301
7400,Hawkins,-73.9924087524414,40.7243347167969,-73.9866027832031,40.7336158752441
2250,Hawkins,-73.9474487304688,40.7794647216797,-73.9705963134766,40.794246673584
2291,Hawkins,-73.9529647827149,40.7724723815918,-73.9610977172852,40.8065032958984
6229,Hawkins,-73.9774856567383,40.7551383972168,-73.9537658691406,40.7750282287598
7988,Hawkins,-73.9646682739258,40.7603187561035,-73.9834518432617,40.7343406677246
2151,Hawkins,-73.985107421875,40.748420715332,-73.9781341552734,40.7647361755371
3989,Hawkins,-73.7880630493164,40.6414413452148,-73.9994201660156,40.7275428771973
2127,Hawkins,-73.9744567871094,40.7831802368164,-73.9821243286133,40.7763404846191
1020,Hawkins,-73.9483337402344,40.7743339538574,-73.9815063476563,40.7517776489258
1530,Hawkins,-73.9703063964844,40.7624282836914,-73.9637451171875,40.7742118835449
8127,Hawkins,-73.9814071655274,40.7412834167481,-73.9986267089844,40.7297439575195
2097,Hawkins,-73.9842834472656,40.7682800292969,-73.9755401611328,40.7644309997559
5992,Hawkins,-73.9945068359375,40.7703170776367,-73.781120300293,40.7790870666504
7289,Hawkins,-73.988151550293,40.7543525695801,-73.979606628418,40.733154296875
5992,Hawkins,-73.9945068359375,40.7703170776367,-73.781120300293,40.7790870666504
8162,Hawkins,-73.9705276489258,40.7840461730957,-73.9563751220703,40.7798118591309
2395,Hawkins,-73.9704208374024,40.7523040771484,-73.9817352294922,40.7369117736816
3971,Hawkins,-74.0043182373047,40.742301940918,-74.0083999633789,40.7120208740234
3373,Hawkins,-73.9938659667969,40.7506408691406,-73.9788131713867,40.766040802002
